"Compatibility","EXPA","EXPB","Shape","acc","accuracy","average_response_time","avg_rt","background","bidi","canvas_backend","clock_backend","color1","color2","color3","color4","color_backend","compensation","coordinates","correct","correct_Target_response","correct_response","count_Block_EXPERIMENT_A","count_Block_EXPERIMENT_B","count_Block_Parctice_B","count_Block_Practice_A","count_Block_reset_EXPERIMENT_A","count_Block_reset_EXPERIMENT_B","count_Block_reset_Practice_A","count_Block_reset_Practice_B","count_Decide_Color","count_EXPERIMENT_A","count_EXPERIMENT_B","count_EXP_A","count_EXP_B","count_Feedback","count_Initial","count_Intertrial","count_Practice_A","count_Practice_B","count_Prepare","count_Prepare_circle_compatible","count_Prepare_circle_incompatible","count_Prepare_rect_compatible","count_Prepare_rect_incompatible","count_Procedure_Ins01","count_Procedure_Ins02","count_Procedure_Ins03","count_Ready","count_Response_Ins","count_Select_Experiment","count_Target","count_Target_circle_compatible","count_Target_circle_incompatible","count_Target_rect_compatible","count_Target_rect_incompatible","count_Target_response","count_Target_response_BadResponse","count_Target_response_Correct","count_Target_response_Wrong","count_Target_response_logger","count_Title","count_Trial","count_Trial_EXPERIMENT_A","count_Trial_EXPERIMENT_B","count_Trial_Practice_A","count_Trial_Practice_B","count_experiment","datetime","description","font_bold","font_family","font_italic","font_size","foreground","form_response","height","keyboard_backend","logfile","mouse_backend","opensesame_codename","opensesame_version","practice","repeat_cycle","response","response_Feedback","response_Procedure_Ins01","response_Procedure_Ins02","response_Procedure_Ins03","response_Ready","response_Response_Ins","response_Target_response","response_Title","response_time","response_time_Feedback","response_time_Procedure_Ins01","response_time_Procedure_Ins02","response_time_Procedure_Ins03","response_time_Ready","response_time_Response_Ins","response_time_Target_response","response_time_Title","sampler_backend","soa","start","subject_nr","subject_parity","time_Block_EXPERIMENT_A","time_Block_EXPERIMENT_B","time_Block_Parctice_B","time_Block_Practice_A","time_Block_reset_EXPERIMENT_A","time_Block_reset_EXPERIMENT_B","time_Block_reset_Practice_A","time_Block_reset_Practice_B","time_Decide_Color","time_EXPERIMENT_A","time_EXPERIMENT_B","time_EXP_A","time_EXP_B","time_Feedback","time_Initial","time_Intertrial","time_Practice_A","time_Practice_B","time_Prepare","time_Prepare_circle_compatible","time_Prepare_circle_incompatible","time_Prepare_rect_compatible","time_Prepare_rect_incompatible","time_Procedure_Ins01","time_Procedure_Ins02","time_Procedure_Ins03","time_Ready","time_Response_Ins","time_Select_Experiment","time_Target","time_Target_circle_compatible","time_Target_circle_incompatible","time_Target_rect_compatible","time_Target_rect_incompatible","time_Target_response","time_Target_response_BadResponse","time_Target_response_Correct","time_Target_response_Wrong","time_Target_response_logger","time_Title","time_Trial","time_Trial_EXPERIMENT_A","time_Trial_EXPERIMENT_B","time_Trial_Practice_A","time_Trial_Practice_B","time_experiment","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","green","yellow","red","legacy","0","uniform","0","0","/","3","NA","NA","1","3","NA","1","NA","174","0","0","0","0","0","174","174","0","0","174","174","174","174","174","0","0","0","0","0","0","174","174","174","174","174","174","174","174","174","174","0","174","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1118884","418995","NA","8910","NA","414709","1120510","1119008","8910","NA","1121510","1114876","1103754","1096654","1121512","7225","7513","7729","8097","6056","2752","1122013","1115879","1103757","1098157","1122015","1122016","1124120","NA","1124018","1124220","4681","1118884","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","30004","15","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","yellow","red","green","legacy","0","uniform","0","0","z","3","NA","NA","1","3","NA","1","NA","175","0","0","0","0","0","175","175","0","0","175","175","175","175","175","0","0","0","0","0","0","175","175","175","175","175","175","175","175","175","175","0","175","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1124951","418995","NA","8910","NA","414709","1126573","1125054","8910","NA","1127573","1114876","1127575","1096654","1121512","7225","7513","7729","8097","6056","2752","1128075","1115879","1128077","1098157","1122015","1128078","1130182","NA","1130080","1130282","4681","1124951","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","32004","16","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","red","yellow","legacy","0","uniform","0","0","z","3","NA","NA","1","3","NA","1","NA","176","0","0","0","0","0","176","176","0","0","176","176","176","176","176","0","0","0","0","0","0","176","176","176","176","176","176","176","176","176","176","0","176","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","0","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1131005","418995","NA","8910","NA","414709","1132579","1131062","8910","NA","1133579","1114876","1133581","1096654","1121512","7225","7513","7729","8097","6056","2752","1133582","1115879","1133585","1098157","1122015","1133585","1135689","NA","1135587","1135789","4681","1131005","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","34004","17","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","yellow","red","blue","legacy","0","uniform","0","0","/","3","NA","NA","1","3","NA","1","NA","177","0","0","0","0","0","177","177","0","0","177","177","177","177","177","0","0","0","0","0","0","177","177","177","177","177","177","177","177","177","177","0","177","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1136535","418995","NA","8910","NA","414709","1138161","1136646","8910","NA","1139162","1114876","1133581","1096654","1139164","7225","7513","7729","8097","6056","2752","1140664","1115879","1133585","1098157","1140666","1140667","1142771","NA","1142669","1142871","4681","1136535","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","36004","18","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","red","blue","yellow","legacy","0","uniform","0","0","/","3","NA","NA","1","3","NA","1","NA","178","0","0","0","0","0","178","178","0","0","178","178","178","178","178","0","0","0","0","0","0","178","178","178","178","178","178","178","178","178","178","0","178","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","0","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1143613","418995","NA","8910","NA","414709","1145234","1143716","8910","NA","1146234","1114876","1133581","1146236","1139164","7225","7513","7729","8097","6056","2752","1146237","1115879","1133585","1146239","1140666","1146239","1148343","NA","1148241","1148443","4681","1143613","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","38004","19","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","yellow","blue","red","legacy","0","uniform","0","0","/","3","NA","NA","1","3","NA","1","NA","179","0","0","0","0","0","179","179","0","0","179","179","179","179","179","0","0","0","0","0","0","179","179","179","179","179","179","179","179","179","179","0","179","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2001","4286","285","213","365","813","1166","2001","1372","legacy","0","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1149169","418995","NA","8910","NA","414709","1150786","1149269","8910","NA","1151786","1114876","1133581","1146236","1151788","7225","7513","7729","8097","6056","2752","1151789","1115879","1133585","1146239","1151791","1151791","1153896","NA","1153794","1153996","4681","1149169","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","40005","20","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","red","green","yellow","blue","legacy","0","uniform","0","0","/","3","NA","NA","1","3","NA","1","NA","180","0","0","0","0","0","180","180","0","0","180","180","180","180","180","0","0","0","0","0","0","180","180","180","180","180","180","180","180","180","180","0","180","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1000","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1154723","418995","NA","8910","NA","414709","1156337","1154822","8910","NA","1157337","1114876","1133581","1157339","1151788","7225","7513","7729","8097","6056","2752","1158340","1115879","1133585","1158342","1151791","1158343","1160447","NA","1160345","1160547","4681","1154723","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","42005","21","yes","1024"
"y","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","red","green","yellow","legacy","0","uniform","0","0","z","3","NA","NA","1","3","NA","1","NA","181","0","0","0","0","0","181","181","0","0","181","181","181","181","181","0","0","0","0","0","0","181","181","181","181","181","181","181","181","181","181","0","181","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1161308","418995","NA","8910","NA","414709","1162937","1161435","8910","NA","1163937","1163939","1133581","1157339","1151788","7225","7513","7729","8097","6056","2752","1164440","1164442","1133585","1158342","1151791","1164443","1166547","NA","1166445","1166647","4681","1161308","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","44005","22","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","yellow","green","blue","red","legacy","0","uniform","0","0","/","3","NA","NA","1","3","NA","1","NA","182","0","0","0","0","0","182","182","0","0","182","182","182","182","182","0","0","0","0","0","0","182","182","182","182","182","182","182","182","182","182","0","182","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1000","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1167373","418995","NA","8910","NA","414709","1168993","1167484","8910","NA","1169993","1163939","1133581","1157339","1169995","7225","7513","7729","8097","6056","2752","1170995","1164442","1133585","1158342","1170997","1170998","1173102","NA","1173000","1173202","4681","1167373","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","46005","23","yes","1024"
"n","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","blue","yellow","red","green","legacy","0","uniform","0","0","/","3","NA","NA","1","3","NA","1","NA","183","0","0","0","0","0","183","183","0","0","183","183","183","183","183","0","0","0","0","0","0","183","183","183","183","183","183","183","183","183","183","0","183","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1173945","418995","NA","8910","NA","414709","1175526","1174005","8910","NA","1176526","1163939","1133581","1157339","1176529","7225","7513","7729","8097","6056","2752","1177029","1164442","1133585","1158342","1177032","1177032","1179136","NA","1179034","1179236","4681","1173945","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","48005","24","yes","1024"
"n","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","yellow","red","green","legacy","0","uniform","0","0","z","3","NA","NA","1","3","NA","1","NA","184","0","0","0","0","0","184","184","0","0","184","184","184","184","184","0","0","0","0","0","0","184","184","184","184","184","184","184","184","184","184","0","184","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","1500","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1179977","418995","NA","8910","NA","414709","1181695","1180083","8910","NA","1182695","1163939","1182697","1157339","1176529","7225","7513","7729","8097","6056","2752","1184197","1164442","1184199","1158342","1177032","1184200","1186304","NA","1186202","1186404","4681","1179976","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","50005","25","yes","1024"
"y","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","red","yellow","legacy","0","uniform","0","0","z","3","NA","NA","1","3","NA","1","NA","185","0","0","0","0","0","185","185","0","0","185","185","185","185","185","0","0","0","0","0","0","185","185","185","185","185","185","185","185","185","185","0","185","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1187122","418995","NA","8910","NA","414709","1188748","1187233","8910","NA","1189748","1189750","1182697","1157339","1176529","7225","7513","7729","8097","6056","2752","1190251","1190253","1184199","1158342","1177032","1190254","1192358","NA","1192256","1192458","4681","1187122","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","52005","26","yes","1024"
"y","yes","no","circle","0","0","2000","2000","black","no","xpyriment","legacy","blue","red","yellow","green","legacy","0","uniform","0","0","z","3","NA","NA","1","3","NA","1","NA","186","0","0","0","0","0","186","186","0","0","186","186","186","186","186","0","0","0","0","0","0","186","186","186","186","186","186","186","186","186","186","0","186","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2001","4286","285","213","365","813","1166","2001","1372","legacy","0","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1193179","418995","NA","8910","NA","414709","1194798","1193283","8910","NA","1195799","1195801","1182697","1157339","1176529","7225","7513","7729","8097","6056","2752","1195802","1195804","1184199","1158342","1177032","1195804","1197909","NA","1197807","1198009","4681","1193179","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","54006","27","yes","1024"
"y","yes","no","rect","0","0","2000","2000","black","no","xpyriment","legacy","green","blue","yellow","red","legacy","0","uniform","0","0","/","3","NA","NA","1","3","NA","1","NA","187","0","0","0","0","0","187","187","0","0","187","187","187","187","187","0","0","0","0","0","0","187","187","187","187","187","187","187","187","187","187","0","187","3","NA","1","NA","0","12/24/15 14:39:33","Default description","no","chinese-japanese-korean","no","18","white","開始實驗A","768","legacy","F:\TCU\Lecture\Experimental_Psychology\2015Fall\Compatibility\0_preview\quickrun.csv","xpyriment","Interactive Ising","3.0.4","no","0","None","space","space","space","space","space","space","None","space","2000","4286","285","213","365","813","1166","2000","1372","legacy","500","experiment","999","odd","1028218","NA","NA","211978","NA","NA","NA","NA","1198776","418995","NA","8910","NA","414709","1200407","1198904","8910","NA","1201407","1195801","1182697","1201409","1176529","7225","7513","7729","8097","6056","2752","1201910","1195804","1184199","1201912","1177032","1201913","1204017","NA","1203915","1204117","4681","1198776","1028218","NA","211978","NA","2752","Hommel2002EXP01","0","56006","28","yes","1024"
